Transcript_ID	Transcript_ID	Gene_ID	Description	IO_Read_Count	IX_Read_Count	NO_Read_Count	NX_Read_Count	IO_FPKM	IX_FPKM	NO_FPKM	NX_FPKM
Os12g0507000	Os12t0507000-01,Os12t0507000-02	.	.	23	258	86	747	13.47717	67.519633	39.365891	87.069001
Os05g0507000	Os05t0507000-01	.	.	0	12	0	0	0.0	6.518814	0.0	0.0
Os04g0507000	Os04t0507000-01	.	.	3	26	2	40	0.562906	3.145131	0.438902	2.029628
Os07g0507000	Os07t0507000-01	.	.	0	35	18	48	0.0	12.822859	12.027861	7.507513
Os10g0507000	Os10t0507000-01	.	.	2	0	5	33	0.457764	0.0	0.717401	1.379434
Os01g0507000	Os01t0507000-01,Os01t0507000-02	.	.	6	19	6	10	3.838359	5.75307	2.690028	1.145413
Os08g0507000	Os08t0507000-00	.	.	0	0	0	6	0.0	0.0	0.0	1.185445
Os04g0507016	Os04t0507016-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0507032	Os04t0507032-00	.	.	0	0	0	2	0.0	0.0	0.0	0.621511
Os09g0507100	Os09t0507100-00	.	.	0	17	4	54	0.0	5.407888	2.251823	7.265621
Os08g0507100	Os08t0507100-00	.	.	0	2	46	88	0.0	0.54908	22.672026	10.12199
Os06g0507100	Os06t0507100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0507100	Os02t0507100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0507100	Os04t0507100-01,Os04t0507100-02	.	.	0	27	0	26	0.0	9.497582	0.0	3.882574
Os10g0507150	Os10t0507150-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0507150	Os06t0507150-01	.	.	7	1	0	4	11.065125	0.720638	0.0	1.021259
Os06g0507200	Os06t0507200-01	.	.	6	10	0	10	9.237825	6.897026	0.0	3.013525
Os12g0507200	Os12t0507200-01	.	.	334	760	430	1594	362.947937	357.679108	365.784821	316.914703
Os08g0507200	Os08t0507200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0507200	Os11t0507200-00	.	.	0	13	11	10	0.0	3.373055	5.1753	1.176212
Os09g0507200	Os09t0507200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0507200	Os07t0507200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0507300	Os05t0507300-01	.	.	37	52	65	180	25.594553	15.868329	35.434498	23.16098
Os11g0507300	Os11t0507300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0507300	Os01t0507300-01	.	.	12	18	25	108	8.807735	5.723433	14.276212	14.434537
Os12g0507300	Os12t0507300-00	.	.	82	187	143	446	71.146828	70.469528	97.192299	70.912971
Os09g0507300	Os09t0507300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0507300	Os06t0507300-01	.	.	3	11	5	7	2.58421	5.596022	4.049887	1.417562
Os07g0507300	Os07t0507300-01,Os07t0507300-02	.	.	14	75	29	164	5.62099	12.971817	9.114934	12.393095
Os11g0507350	Os11t0507350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0507350	Os09t0507350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0507350	Os12t0507350-00	.	.	0	2	1	2	0.0	2.050262	0.573419	0.729167
Os09g0507400	Os09t0507400-01	.	.	12	21	27	65	5.380651	4.4467	10.248878	5.774677
Os04g0507400	Os04t0507400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0507400	Os12t0507400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0507400	Os06t0507400-01	.	.	20	106	73	227	9.84656	22.642359	27.926949	20.433516
Os02g0507400	Os02t0507400-01,Os02t0507400-02,Os02t0507400-03	.	.	67	124	22	167	55.875224	44.553683	14.396871	25.431128
Os11g0507400	Os11t0507400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0507400	Os05t0507400-01	.	.	0	8	6	3	0.0	5.813394	7.32876	0.613595
Os04g0507450	Os04t0507450-00	.	.	0	0	0	3	0.0	0.0	0.0	0.365459
Os04g0507500	Os04t0507500-01,Os04t0507500-02	.	.	145	236	75	456	36.66655	22.235867	12.10908	17.338154
Os01g0507500	Os01t0507500-01	.	.	10	38	21	106	7.646765	12.387963	12.565143	14.743449
Os09g0507500	Os09t0507500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0507500	Os07t0507500-01	.	.	0	0	0	4	0.0	0.0	0.0	0.36213
Os12g0507500	Os12t0507500-00	.	.	0	4	0	5	0.0	2.949302	0.0	1.55647
Os10g0507500	Os10t0507500-00	.	.	8	26	12	64	9.068525	13.717421	11.801807	14.717064
Os11g0507501	Os11t0507501-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0507550	Os09t0507550-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0507600	Os10t0507600-01	.	.	24	28	16	55	21.54093	11.320795	11.590645	9.2996
Os02g0507600	Os02t0507600-01	.	.	0	4	0	0	0.0	1.421495	0.0	0.0
Os12g0507600	Os12t0507600-01,Os12t0507600-02	.	.	0	0	0	5	0.0	0.0	0.0	3.204907
Os09g0507600	Os09t0507600-00	.	.	2	0	0	0	1.568342	0.0	0.0	0.0
Os07g0507600	Os07t0507600-01	.	.	23	40	10	87	10.521821	7.916739	3.227586	7.233295
Os07g0507700	Os07t0507700-01	.	.	152	529	223	1066	72.150253	109.155823	83.223381	92.804588
Os10g0507700	Os10t0507700-00	.	.	5	0	0	0	10.200713	0.0	0.0	0.0
Os12g0507700	Os12t0507700-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0507700	Os01t0507700-01	.	.	77	196	114	415	77.875427	86.603355	90.691666	77.507835
Os04g0507700	Os04t0507700-01	.	.	0	2	0	0	0.0	0.468895	0.0	0.0
Os09g0507701	Os09t0507701-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0507701	Os08t0507701-01	.	.	3	0	0	16	2.085751	0.0	0.0	2.11862
Os08g0507702	Os08t0507702-01	.	.	32	147	164	669	18.719187	37.873764	76.637817	72.997673
Os09g0507800	Os09t0507800-01	.	.	181	280	272	589	178.916245	119.727798	210.747116	106.546051
Os04g0507800	Os04t0507800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0507800	Os10t0507800-01,Os10t0507800-02	.	.	0	46	36	110	0.0	10.168106	14.317791	11.683433
Os11g0507833	Os11t0507833-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0507850	Os07t0507850-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0507900	Os04t0507900-01,Os04t0507900-02	.	.	4	24	0	23	2.986604	7.675603	0.0	2.998331
Os01g0507900	Os01t0507900-01	.	.	31	16	18	67	25.472849	5.625458	11.263966	10.069141
Os06g0507900	Os06t0507900-01	.	.	0	8	8	17	0.0	2.851765	5.159616	2.418427
Os02g0507900	Os02t0507900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0507950	Os04t0507950-01	.	.	0	0	4	4	0.0	0.0	5.543753	1.293635
Os09g0508000	Os09t0508000-01	.	.	0	8	4	4	0.0	1.875867	1.847915	0.431211
Os07g0508000	Os07t0508000-01	.	.	23	196	62	450	5.694752	20.947058	11.928321	20.341291
Os08g0508000	Os08t0508000-01	.	.	187	359	919	2903	115.105293	95.958992	444.391022	327.694153
Os04g0508000	Os04t0508000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0508000	Os02t0508000-01	.	.	24	32	37	43	23.006573	12.990612	27.789074	7.368293
Os10g0508000	Os10t0508000-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0508000	Os01t0508000-01,Os01t0508000-02	.	.	2	0	22	259	1.141171	0.0	9.8318	28.027792
Os10g0508050	Os10t0508050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0508050	Os01t0508050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0508050	Os04t0508050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0508100	Os08t0508100-01	.	.	0	10	0	27	0.0	2.110572	0.0	2.342385
Os04g0508100	Os04t0508100-01	.	.	7	50	19	74	12.685691	39.259537	25.976696	24.525921
Os02g0508100	Os02t0508100-01	.	.	0	3	0	23	0.0	1.689248	0.0	7.887447
Os10g0508100	Os10t0508100-01	.	.	19	11	18	62	10.611014	2.432661	7.922413	6.274178
Os12g0508100	Os12t0508100-00	.	.	0	10	3	26	0.0	3.408152	1.337289	3.953423
Os01g0508100	Os01t0508100-01	.	.	17	4	16	5	29.290737	3.006555	22.894909	1.521229
Os07g0508101	Os07t0508101-01	.	.	11	3	0	0	1.832599	0.158738	0.0	0.0
Os04g0508150	Os04t0508150-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0508200	Os12t0508200-01,Os12t0508200-02	.	.	18	11	15	19	23.186577	5.823385	14.634739	4.400557
Os04g0508200	Os04t0508200-01	.	.	15	34	36	122	8.892934	8.706701	16.700077	13.206141
Os07g0508200	Os07t0508200-01	.	.	24	197	55	371	18.589443	65.919571	33.046379	52.460346
Os09g0508200	Os09t0508200-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0508250	Os09t0508250-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0508250	Os07t0508250-00	.	.	0	0	0	2	0.0	0.0	0.0	0.344358
Os12g0508266	Os12t0508266-01	.	.	0	10	9	11	0.0	6.028829	8.831156	2.575938
Os05g0508300	Os05t0508300-01	.	.	101	86	96	285	52.874947	19.461203	39.523003	27.437258
Os01g0508300	Os01t0508300-01,Os01t0508300-02	.	.	0	2	0	4	0.0	0.393945	0.0	0.333469
Os09g0508300	Os09t0508300-01	.	.	34	90	65	210	17.184296	19.683794	25.733995	19.343536
Os07g0508300	Os07t0508300-01,Os07t0508300-02	.	.	0	30	0	50	0.0	15.790078	0.0	8.735626
Os04g0508300	Os04t0508300-01	.	.	156	257	262	626	283.747986	202.652603	373.829132	208.721283
Os12g0508300	Os12t0508300-01	.	.	23	83	74	123	50.774357	81.947701	132.258911	51.347992
Os10g0508300	Os10t0508300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0508301	Os11t0508301-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0508400	Os12t0508400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0508400	Os04t0508400-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0508400	Os10t0508400-01	.	.	44	91	50	184	28.839941	25.830536	25.367935	22.057468
Os05g0508400	Os05t0508400-01	.	.	128	46	51	83	61.808586	9.653648	19.039574	7.280642
Os09g0508401	Os09t0508401-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0508500	Os07t0508500-01	.	.	0	4	0	6	0.0	0.66823	0.0	0.555085
Os08g0508500	Os08t0508500-00	.	.	0	2	0	21	0.0	0.565189	0.0	2.466348
Os02g0508500	Os02t0508500-01,Os02t0508500-02	.	.	0	21	16	61	0.0	2.821187	3.744051	4.593939
Os05g0508500	Os05t0508500-01,Os05t0508500-02	.	.	82	157	95	412	114.908885	97.636993	104.906655	111.072124
Os10g0508500	Os10t0508500-00	.	.	0	2	0	3	0.0	0.39949	0.0	0.212727
Os09g0508500	Os09t0508500-01,Os09t0508500-02	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0508500	Os04t0508500-01	.	.	0	0	0	16	0.0	0.0	0.0	2.137695
Os01g0508500	Os01t0508500-01	.	.	6	8	30	0	8.486979	4.900871	32.812309	0.0
Os04g0508600	Os04t0508600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os11g0508600	Os11t0508600-01	.	.	11	0	0	4	7.692863	0.0	0.0	0.508621
Os10g0508600	Os10t0508600-01	.	.	0	13	14	24	0.0	8.165869	16.704294	6.681408
Os08g0508600	Os08t0508600-01	.	.	0	15	0	18	0.0	7.465317	0.0	4.033497
Os02g0508650	Os02t0508650-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0508700	Os05t0508700-01,Os05t0508700-02,Os05t0508700-03	.	.	37	191	88	787	15.119159	54.365067	54.265535	69.167357
Os07g0508700	Os07t0508700-00	.	.	0	24	0	28	0.0	34.034309	0.0	16.843771
Os08g0508700	Os08t0508700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0508700	Os06t0508700-01	.	.	23	19	15	36	63.666771	22.256815	32.374493	18.269924
Os10g0508700	Os10t0508700-01	.	.	8	124	38	335	6.804315	45.322876	24.71212	52.090107
Os05g0508750	Os05t0508750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0508751	Os04t0508751-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0508800	Os08t0508800-01	.	.	302	215	305	599	100.068344	30.783499	79.250641	36.314152
Os06g0508800	Os06t0508800-01	.	.	4	8	2	11	6.579666	6.222929	2.577853	3.589749
Os05g0508800	Os05t0508800-01	.	.	14	132	64	154	6.709937	27.270247	24.013329	13.443049
Os04g0508800	Os04t0508800-01	.	.	35	451	325	888	13.91411	77.94606	101.41964	64.786041
Os02g0508801	Os02t0508801-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0508900	Os05t0508900-01	.	.	9	38	7	75	11.300682	22.964781	7.590017	19.30559
Os04g0508900	Os04t0508900-00	.	.	0	0	5	57	0.0	0.0	1.776768	5.883544
Os09g0508900	Os09t0508900-01	.	.	10	100	45	220	7.733495	33.267651	26.825603	31.019749
Os10g0508900	Os10t0508900-01	.	.	0	2	0	0	0.0	1.011659	0.0	0.0
Os07g0508900	Os07t0508900-00	.	.	32	127	76	130	28.325314	48.451633	52.156059	20.983994
Os06g0508950	Os06t0508950-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0508951	Os09t0508951-01	.	.	6	14	6	25	8.908914	8.996549	5.817401	6.786108
Os04g0508975	Os04t0508975-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509000	Os04t0509000-01	.	.	0	0	4	2	0.0	0.0	2.191543	0.255698
Os09g0509000	Os09t0509000-01	.	.	86	317	110	448	62.501129	99.828369	62.434723	59.459843
Os10g0509000	Os10t0509000-01	.	.	8	2	0	32	4.373693	0.471212	0.0	3.191984
Os05g0509050	Os05t0509050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0509050	Os09t0509050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509100	Os04t0509100-00	.	.	0	37	26	210	0.0	6.051268	7.806094	14.832582
Os08g0509100	Os08t0509100-01,Os08t0509100-02	.	.	177	61	109	301	62.674902	12.422585	33.279634	19.407487
Os10g0509100	Os10t0509100-01,Os10t0509100-02	.	.	163	291	264	787	148.239489	123.402668	180.935009	133.566253
Os06g0509100	Os06t0509100-01,Os06t0509100-02	.	.	28	95	4	74	8.755615	13.035987	0.901639	4.306265
Os12g0509100	Os12t0509100-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0509100	Os09t0509100-01	.	.	0	88	32	55	0.0	32.170063	21.182499	8.478418
Os05g0509101	Os05t0509101-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0509200	Os07t0509200-01	.	.	16	48	23	144	10.653635	14.172677	11.981699	17.876715
Os10g0509200	Os10t0509200-01	.	.	0	10	5	24	0.0	3.715363	2.718972	3.737153
Os12g0509200	Os12t0509200-01	.	.	0	0	0	6	0.0	0.0	0.0	0.495958
Os08g0509200	Os08t0509200-01,Os08t0509200-02	.	.	130	61	54	51	64.431492	12.822008	20.811809	4.595933
Os05g0509200	Os05t0509200-01	.	.	66	67	70	177	55.847206	24.724789	47.019497	27.742563
Os04g0509200	Os04t0509200-01	.	.	19	40	35	61	16.752218	15.795644	25.163179	10.165532
Os09g0509200	Os09t0509200-01,Os09t0509200-02	.	.	105	189	170	528	67.679589	52.800256	86.024865	62.704168
Os12g0509300	Os12t0509300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0509300	Os05t0509300-01	.	.	6	27	12	44	2.277292	4.434387	3.580719	3.010509
Os09g0509300	Os09t0509300-01	.	.	122	198	79	372	56.048321	39.517139	28.543966	31.383223
Os07g0509300	Os07t0509300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0509300	Os08t0509300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509300	Os04t0509300-01,Os04t0509300-02	.	.	4	142	68	199	0.780042	12.017456	10.403053	7.096259
Os09g0509350	Os09t0509350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0509400	Os12t0509400-01,Os12t0509400-02	.	.	0	0	0	4	0.0	0.0	0.0	0.352751
Os05g0509400	Os05t0509400-01	.	.	9	38	18	105	6.589209	12.185019	10.439207	14.213297
Os04g0509400	Os04t0509400-01	.	.	0	7	8	15	0.0	3.91399	9.091384	3.855742
Os01g0509400	Os01t0509400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0509400	Os08t0509400-01,Os08t0509400-02	.	.	10	0	0	2	5.791893	0.0	0.0	0.212018
Os09g0509400	Os09t0509400-01,Os09t0509400-02	.	.	0	0	2	28	0.0	0.0	0.577637	2.766187
Os10g0509401	Os10t0509401-00	.	.	0	12	2	4	0.0	9.717415	3.090904	1.442525
Os08g0509450	Os08t0509450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0509450	Os09t0509450-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509500	Os04t0509500-01	.	.	5	12	0	10	2.301189	2.980015	0.0	1.000891
Os02g0509500	Os02t0509500-01	.	.	4	8	0	4	8.498479	7.35216	0.0	1.542402
Os08g0509500	Os08t0509500-01	.	.	4	22	5	26	3.012996	7.245498	2.980675	3.611303
Os05g0509500	Os05t0509500-01	.	.	26	67	100	252	13.393949	15.059609	40.715332	24.066608
Os09g0509500	Os09t0509500-00	.	.	0	0	48	104	0.0	0.0	18.354151	9.273661
Os02g0509600	Os02t0509600-01	.	.	0	0	0	8	0.0	0.0	0.0	1.35216
Os07g0509600	Os07t0509600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0509600	Os12t0509600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0509600	Os08t0509600-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0509600	Os10t0509600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509600	Os04t0509600-01,Os04t0509600-02	.	.	231	290	162	306	135.397743	74.187073	74.670713	32.719475
Os06g0509600	Os06t0509600-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0509700	Os01t0509700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0509700	Os07t0509700-01	.	.	13	107	9	114	10.451765	39.615047	5.38875	17.794371
Os09g0509700	Os09t0509700-01	.	.	34	29	15	38	19.163414	7.055513	6.589081	4.004271
Os10g0509700	Os10t0509700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0509700	Os05t0509700-01	.	.	14	16	0	4	12.637608	6.561132	0.0	0.689088
Os01g0509750	Os01t0509750-00	.	.	0	0	0	5	0.0	0.0	0.0	1.794692
Os07g0509800	Os07t0509800-01	.	.	344	279	88	208	167.341629	58.816307	33.358356	18.511135
Os10g0509800	Os10t0509800-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0509800	Os05t0509800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0509800	Os01t0509800-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0509800	Os04t0509800-01	.	.	0	10	0	0	0.0	6.551136	0.0	0.0
Os09g0509800	Os09t0509800-00	.	.	0	2	0	0	0.0	2.737013	0.0	0.0
Os09g0509900	Os09t0509900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os06g0509900	Os06t0509900-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0509900	Os12t0509900-00	.	.	0	1	0	12	0.0	0.95554	0.0	5.935472
Os10g0509900	Os10t0509900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0509900	Os05t0509900-01	.	.	0	0	0	9	0.0	0.0	0.0	1.189565
Os01g0509900	Os01t0509900-01	.	.	6	0	2	0	3.088445	0.0	0.611982	0.0
Os02g0510000	Os02t0510000-01,Os02t0510000-02	.	.	56	186	100	470	18.644638	26.95606	26.142565	28.804571
Os10g0510000	Os10t0510000-01	.	.	21	45	48	63	15.343261	14.247497	27.123526	8.426003
Os04g0510000	Os04t0510000-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os09g0510000	Os09t0510000-01	.	.	19	64	16	74	30.250223	46.106304	20.483103	22.593451
Os12g0510000	Os12t0510000-01,Os12t0510000-02	.	.	0	0	0	27	0.0	0.0	0.0	1.982293
Os10g0510050	Os10t0510050-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0510100	Os07t0510100-01	.	.	0	9	0	31	0.0	2.49726	0.0	3.703988
Os01g0510100	Os01t0510100-01	.	.	100	45	67	140	65.772575	12.850143	34.456375	16.848545
Os05g0510100	Os05t0510100-01	.	.	3	40	44	129	2.383842	20.479824	40.733932	27.976341
Os02g0510100	Os02t0510100-01,Os02t0510100-02	.	.	18	43	8	149	29.926453	36.482312	10.399169	49.642765
Os08g0510101	Os08t0510101-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0510200	Os07t0510200-01,Os07t0510200-02,Os07t0510200-03	.	.	2	14	11	6	0.920083	3.418914	4.540408	0.563264
Os04g0510200	Os04t0510200-01	.	.	0	4	25	54	0.0	1.159792	13.427157	6.686559
Os09g0510200	Os09t0510200-01	.	.	9	22	6	56	9.955365	11.659469	4.993405	12.607136
Os02g0510200	Os02t0510200-01	.	.	178	291	94	512	81.633995	57.676411	33.788452	42.935051
Os06g0510200	Os06t0510200-01	.	.	0	0	0	1	0.0	0.0	0.0	0.020408
Os12g0510200	Os12t0510200-01	.	.	10	31	22	80	3.032784	4.038846	5.094738	4.457939
Os01g0510200	Os01t0510200-01	.	.	0	26	10	24	0.0	19.391546	12.999722	7.554101
Os05g0510200	Os05t0510200-01	.	.	0	0	2	41	0.0	0.0	0.900228	4.402406
Os10g0510200	Os10t0510200-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0510300	Os04t0510300-01	.	.	0	10	5	14	0.0	5.767302	4.368481	3.557753
Os05g0510300	Os05t0510300-01	.	.	32	154	52	383	12.429632	26.050404	15.806824	27.334595
Os07g0510300	Os07t0510300-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0510300	Os02t0510300-01	.	.	9	103	59	150	6.373864	35.506969	36.592991	21.71814
Os10g0510300	Os10t0510300-01	.	.	0	21	0	19	0.0	4.839319	0.0	1.86593
Os08g0510300	Os08t0510300-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0510350	Os07t0510350-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os02g0510400	Os02t0510400-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os05g0510400	Os05t0510400-01,Os05t0510400-02	.	.	23	66	26	114	11.201938	8.397603	5.958966	11.085539
Os08g0510400	Os08t0510400-01	.	.	8	50	15	46	8.356522	22.537668	11.86191	8.678187
Os07g0510400	Os07t0510400-01,Os07t0510400-02	.	.	26	0	0	2	16.502792	0.0	0.0	0.232382
Os04g0510400	Os04t0510400-01,Os04t0510400-02	.	.	2	29	7	80	0.7723	4.810215	2.115076	9.403322
Os10g0510400	Os10t0510400-01,Os10t0510400-02	.	.	166	101	113	58	63.690823	16.702179	33.86385	4.035916
Os08g0510500	Os08t0510500-01,Os08t0510500-02	.	.	0	30	12	36	0.0	8.694025	6.277194	4.502092
Os01g0510500	Os01t0510500-01	.	.	17	54	24	124	8.31263	12.041325	9.762387	11.694076
Os04g0510500	Os04t0510500-01	.	.	33	52	40	229	17.2215	11.800447	16.543329	22.066734
Os12g0510500	Os12t0510500-01	.	.	0	0	8	20	0.0	0.0	2.060683	1.205136
Os07g0510500	Os07t0510500-01	.	.	0	0	6	48	0.0	0.0	2.561885	4.729075
Os10g0510500	Os10t0510500-01	.	.	226	322	87	244	234.701645	145.194443	70.38723	46.332298
Os09g0510500	Os09t0510500-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0510600	Os04t0510600-01,Os04t0510600-03	.	.	0	13	12	28	0.0	5.208647	9.942953	5.070494
Os01g0510600	Os01t0510600-01	.	.	2	42	8	15	1.589828	14.418534	4.933717	2.120737
Os02g0510600	Os02t0510600-01,Os02t0510600-02	.	.	0	9	0	32	0.0	2.463773	0.0	4.124708
Os07g0510600	Os07t0510600-01	.	.	0	14	3	13	0.0	3.867508	1.003174	1.494932
Os05g0510600	Os05t0510600-01	.	.	0	0	2	0	0.0	0.0	0.834222	0.0
Os08g0510601	Os08t0510601-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os10g0510700	Os10t0510700-00	.	.	1	10	33	46	0.349725	1.924003	11.325957	3.721386
Os05g0510700	Os05t0510700-01	.	.	31	153	40	246	21.159702	45.895054	21.529203	31.148312
Os08g0510700	Os08t0510700-01,Os08t0510700-02	.	.	18	48	18	72	13.522678	12.765942	12.046586	5.940515
Os09g0510700	Os09t0510700-01	.	.	8	44	9	90	2.684716	6.384226	2.106309	5.468364
Os04g0510700	Os04t0510700-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os01g0510701	Os01t0510701-01	.	.	0	2	0	8	0.0	1.499115	0.0	2.51268
Os12g0510750	Os12t0510750-00	.	.	38	160	106	304	61.932743	114.932793	137.582001	92.629074
Os08g0510750	Os08t0510750-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0510766	Os12t0510766-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0510800	Os08t0510800-01	.	.	20	14	4	34	14.691678	4.454007	2.302428	4.554846
Os07g0510800	Os07t0510800-02	.	.	9	2	0	18	10.988838	1.074941	0.0	4.380423
Os01g0510800	Os01t0510800-01	.	.	62	114	79	290	30.701662	24.718786	30.936974	26.672487
Os05g0510800	Os05t0510800-01	.	.	0	12	5	34	0.0	2.122114	1.368528	2.533332
Os07g0510833	Os07t0510833-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0510866	Os07t0510866-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os12g0510900	Os12t0510900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0510900	Os08t0510900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os07g0510900	Os07t0510900-01	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os04g0510900	Os04t0510900-01	.	.	0	14	0	99	0.0	5.166535	0.0	16.307892
Os09g0510900	Os09t0510900-01	.	.	4	43	10	37	1.680563	7.790078	3.266083	2.76737
Os01g0510901	Os01t0510901-01	.	.	0	0	0	8	0.0	0.0	0.0	0.275609
Os05g0510932	Os05t0510932-00	.	.	0	0	0	0	0.0	0.0	0.0	0.0
Os08g0511000	Os08t0511000-01	.	.	0	2	0	6	0.0	0.379024	0.0	0.65052
Os07g0511000	Os07t0511000-01	.	.	6	42	16	42	2.771818	8.234262	5.796048	3.544658
Os09g0511000	Os09t0511000-01,Os09t0511000-02	.	.	29	51	5	70	13.576764	8.698665	1.474759	6.307855
Os12g0511000	Os12t0511000-01	.	.	24	52	10	47	15.456579	14.484031	4.746567	5.542709
